why,interesting,linkedinExperienceTitle,linkedinSearchResultUri,linkedInProfileUri,linkedInSearchQueryString
,,Staff UX Engineer,https://www.linkedin.com/in/munishdabas/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3Bh8C6K0k2QRmASvctgwP4jw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=xr5vKaCOTFqWDJ%2BW3T7EuQ%3D%3D,https://www.linkedin.com/in/munishdabas/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3Bh8C6K0k2QRmASvctgwP4jw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=xr5vKaCOTFqWDJ%2BW3T7EuQ%3D%3D
,,YouTube UX Engineer,https://www.linkedin.com/in/ljrogers27/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3Bh8C6K0k2QRmASvctgwP4jw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=nb4fJEcRSyi4bL9EMR0HWg%3D%3D,https://www.linkedin.com/in/ljrogers27/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3Bh8C6K0k2QRmASvctgwP4jw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=nb4fJEcRSyi4bL9EMR0HWg%3D%3D
,,"UX Engineer, Tech Lead",https://www.linkedin.com/in/calebmosher/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3Bh8C6K0k2QRmASvctgwP4jw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=MRXzep46TUWG%2BZ4yUxQ30g%3D%3D,https://www.linkedin.com/in/calebmosher/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3Bh8C6K0k2QRmASvctgwP4jw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=MRXzep46TUWG%2BZ4yUxQ30g%3D%3D
,,Senior UX Engineer,https://www.linkedin.com/in/marcovhv/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BR%2BIvvl7OT768sTmv7lj%2FyA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=m33FDTUmQXa3uDO8b9V%2Brg%3D%3D,https://www.linkedin.com/in/marcovhv/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BR%2BIvvl7OT768sTmv7lj%2FyA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=m33FDTUmQXa3uDO8b9V%2Brg%3D%3D
third person bio,x,UX Engineer,https://www.linkedin.com/in/studiotimo/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BR%2BIvvl7OT768sTmv7lj%2FyA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=TuDsmSgNSpeYitFRFGCQXA%3D%3D,https://www.linkedin.com/in/studiotimo/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BR%2BIvvl7OT768sTmv7lj%2FyA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=TuDsmSgNSpeYitFRFGCQXA%3D%3D
,,Senior UX Engineer,https://www.linkedin.com/in/sriramkrish85/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BR%2BIvvl7OT768sTmv7lj%2FyA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=feGnMZCBRButA5sI2gzrjg%3D%3D,https://www.linkedin.com/in/sriramkrish85/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BR%2BIvvl7OT768sTmv7lj%2FyA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=feGnMZCBRButA5sI2gzrjg%3D%3D
"third person bio, OU, uxe linkedin shortname",x,Senior UX Engineer,https://www.linkedin.com/in/uxe/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BR%2BIvvl7OT768sTmv7lj%2FyA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=jZaKPt3dQpOI%2BA1lq7Ga1A%3D%3D,https://www.linkedin.com/in/uxe/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BR%2BIvvl7OT768sTmv7lj%2FyA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=jZaKPt3dQpOI%2BA1lq7Ga1A%3D%3D
,,"UX Engineer, Front-End",https://www.linkedin.com/in/yerushanuh/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BR%2BIvvl7OT768sTmv7lj%2FyA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=5eUespkuTcyExItnfB6SUw%3D%3D,https://www.linkedin.com/in/yerushanuh/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BR%2BIvvl7OT768sTmv7lj%2FyA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=5eUespkuTcyExItnfB6SUw%3D%3D
"nyt experience, vis person, UXE Design",x,"UX Engineer, Design",https://www.linkedin.com/in/nik-hanselmann-0a41032b/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BR%2BIvvl7OT768sTmv7lj%2FyA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=WeJD6GezQtaYH1sh88qHuw%3D%3D,https://www.linkedin.com/in/nik-hanselmann-0a41032b/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BR%2BIvvl7OT768sTmv7lj%2FyA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=WeJD6GezQtaYH1sh88qHuw%3D%3D
google cloud,x,"UX Engineer, Google Cloud",https://www.linkedin.com/in/timmalabuyo/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BR%2BIvvl7OT768sTmv7lj%2FyA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=1T%2BjMaekRMGWwSnPuhCEtg%3D%3D,https://www.linkedin.com/in/timmalabuyo/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BR%2BIvvl7OT768sTmv7lj%2FyA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=1T%2BjMaekRMGWwSnPuhCEtg%3D%3D
,,Senior UX Engineer,https://www.linkedin.com/in/miroslavbojic/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BR%2BIvvl7OT768sTmv7lj%2FyA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=Z5l%2BBlG0QZyZlP%2Beg4EOgw%3D%3D,https://www.linkedin.com/in/miroslavbojic/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BR%2BIvvl7OT768sTmv7lj%2FyA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=Z5l%2BBlG0QZyZlP%2Beg4EOgw%3D%3D
,,Senior UX Engineer,https://www.linkedin.com/in/scott-blankenship-3462895/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BR%2BIvvl7OT768sTmv7lj%2FyA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=p3XFtxazTLqrz5D1VpX0Tw%3D%3D,https://www.linkedin.com/in/scott-blankenship-3462895/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BR%2BIvvl7OT768sTmv7lj%2FyA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=p3XFtxazTLqrz5D1VpX0Tw%3D%3D
,,"UX Engineer, Google Maps & Search / Material Design",https://www.linkedin.com/in/crchao/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BR%2BIvvl7OT768sTmv7lj%2FyA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=s02jFXrFSNOQBwd7FkmMEw%3D%3D,https://www.linkedin.com/in/crchao/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BR%2BIvvl7OT768sTmv7lj%2FyA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=s02jFXrFSNOQBwd7FkmMEw%3D%3D
project soli,x,"UX Engineer, Project Soli",https://www.linkedin.com/in/keyu-chen-81908a48/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BUL5C%2BXWASfyVtSRseRS1ng%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=FLn8zD6FSyO0QE2a2PiVOg%3D%3D,https://www.linkedin.com/in/keyu-chen-81908a48/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BUL5C%2BXWASfyVtSRseRS1ng%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=FLn8zD6FSyO0QE2a2PiVOg%3D%3D
third person bio,x,Staff UX Engineer,https://www.linkedin.com/in/carlsz/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BUL5C%2BXWASfyVtSRseRS1ng%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=HccNMh6eQmuVprtEnIpWvw%3D%3D,https://www.linkedin.com/in/carlsz/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BUL5C%2BXWASfyVtSRseRS1ng%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=HccNMh6eQmuVprtEnIpWvw%3D%3D
,,Frontend/UX Engineer,https://www.linkedin.com/in/moxizhou/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BUL5C%2BXWASfyVtSRseRS1ng%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=X15qfiHAS2%2BHBgi5w5J%2B4w%3D%3D,https://www.linkedin.com/in/moxizhou/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BUL5C%2BXWASfyVtSRseRS1ng%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=X15qfiHAS2%2BHBgi5w5J%2B4w%3D%3D
,,UX Engineer - Material Design,https://www.linkedin.com/in/clayton-meador-4b197b29/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BUL5C%2BXWASfyVtSRseRS1ng%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=70Q3ma8JRw%2BX4SZAi7uJFA%3D%3D,https://www.linkedin.com/in/clayton-meador-4b197b29/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BUL5C%2BXWASfyVtSRseRS1ng%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=70Q3ma8JRw%2BX4SZAi7uJFA%3D%3D
"ar, leap motion, vive",x,"UX Egineer AR/VR, Design",https://www.linkedin.com/in/mikeakent/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BUL5C%2BXWASfyVtSRseRS1ng%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=7LO%2F8%2B4WSK%2BOZSwfFaNtEg%3D%3D,https://www.linkedin.com/in/mikeakent/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BUL5C%2BXWASfyVtSRseRS1ng%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=7LO%2F8%2B4WSK%2BOZSwfFaNtEg%3D%3D
,,Software Engineer,https://www.linkedin.com/in/amarple/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BUL5C%2BXWASfyVtSRseRS1ng%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=k4PhMOVGTAyJM2B764MqQw%3D%3D,https://www.linkedin.com/in/amarple/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BUL5C%2BXWASfyVtSRseRS1ng%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=k4PhMOVGTAyJM2B764MqQw%3D%3D
,,UX Engineer,https://www.linkedin.com/in/david-jen-226a06/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BUL5C%2BXWASfyVtSRseRS1ng%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=WSmyKaWNTq6gM75aNHQ0kA%3D%3D,https://www.linkedin.com/in/david-jen-226a06/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BUL5C%2BXWASfyVtSRseRS1ng%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=WSmyKaWNTq6gM75aNHQ0kA%3D%3D
,x,UX Engineering Recruiter,https://www.linkedin.com/in/chin-yee-chew-54b626126/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BUL5C%2BXWASfyVtSRseRS1ng%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=SKIRv6QFRwONHbs27%2B4IHw%3D%3D,https://www.linkedin.com/in/chin-yee-chew-54b626126/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BUL5C%2BXWASfyVtSRseRS1ng%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=SKIRv6QFRwONHbs27%2B4IHw%3D%3D
,,UX Engineer,https://www.linkedin.com/in/terranleung/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BUL5C%2BXWASfyVtSRseRS1ng%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=i4AXmTPRQsW0LK0mhixxDw%3D%3D,https://www.linkedin.com/in/terranleung/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BUL5C%2BXWASfyVtSRseRS1ng%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=i4AXmTPRQsW0LK0mhixxDw%3D%3D
,,UX Engineer Recruiter,https://www.linkedin.com/in/kelsey-wagner-51520031/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BUL5C%2BXWASfyVtSRseRS1ng%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=j1wrk87tTzeDIgL%2B292U0w%3D%3D,https://www.linkedin.com/in/kelsey-wagner-51520031/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BUL5C%2BXWASfyVtSRseRS1ng%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=j1wrk87tTzeDIgL%2B292U0w%3D%3D
,,Senior UX Engineer,https://www.linkedin.com/in/stephenvarga/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BXWyPRUfMQXW1oBhESz4OMQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=QTaI%2BUgpTjaRjxP0s0yEXQ%3D%3D,https://www.linkedin.com/in/stephenvarga/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BXWyPRUfMQXW1oBhESz4OMQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=QTaI%2BUgpTjaRjxP0s0yEXQ%3D%3D
,,Software Engineer,https://www.linkedin.com/in/eliseosoto/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BXWyPRUfMQXW1oBhESz4OMQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=K54Ii446Svqv%2FeU0vX3xVQ%3D%3D,https://www.linkedin.com/in/eliseosoto/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BXWyPRUfMQXW1oBhESz4OMQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=K54Ii446Svqv%2FeU0vX3xVQ%3D%3D
,,Staff User Experience Engineer,https://www.linkedin.com/in/matthewlevine/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BXWyPRUfMQXW1oBhESz4OMQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=4ri1uiY0RFKfdbJPl0rlAg%3D%3D,https://www.linkedin.com/in/matthewlevine/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BXWyPRUfMQXW1oBhESz4OMQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=4ri1uiY0RFKfdbJPl0rlAg%3D%3D
,,Senior UX Engineer,https://www.linkedin.com/in/jsantell/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BXWyPRUfMQXW1oBhESz4OMQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=W0G4j5vgS4WsTXBRImLUPQ%3D%3D,https://www.linkedin.com/in/jsantell/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BXWyPRUfMQXW1oBhESz4OMQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=W0G4j5vgS4WsTXBRImLUPQ%3D%3D
worked with Google Glass,x,Staff UX Engineer,https://www.linkedin.com/in/nirmal-patel-6073a520/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BXWyPRUfMQXW1oBhESz4OMQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=C8dMHzV2QrSWGvjw0enSzg%3D%3D,https://www.linkedin.com/in/nirmal-patel-6073a520/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BXWyPRUfMQXW1oBhESz4OMQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=C8dMHzV2QrSWGvjw0enSzg%3D%3D
,,Senior Android UX Engineer,https://www.linkedin.com/in/mdigman/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BXWyPRUfMQXW1oBhESz4OMQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=yMJLhib3QumjUaeC%2FTJ0qg%3D%3D,https://www.linkedin.com/in/mdigman/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BXWyPRUfMQXW1oBhESz4OMQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=yMJLhib3QumjUaeC%2FTJ0qg%3D%3D
,,Front End Engineer / UX Engineer,https://www.linkedin.com/in/brad-fowler-97418433/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BXWyPRUfMQXW1oBhESz4OMQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=ZWKRaI3sQlq2vmYq2aNo3Q%3D%3D,https://www.linkedin.com/in/brad-fowler-97418433/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BXWyPRUfMQXW1oBhESz4OMQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=ZWKRaI3sQlq2vmYq2aNo3Q%3D%3D
"binary, humor",x,Software Engineer,https://www.linkedin.com/in/baldwin/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BXWyPRUfMQXW1oBhESz4OMQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=Vxopi%2BzlROOxxtFtqmffbg%3D%3D,https://www.linkedin.com/in/baldwin/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BXWyPRUfMQXW1oBhESz4OMQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=Vxopi%2BzlROOxxtFtqmffbg%3D%3D
,,UX Engineer,https://www.linkedin.com/in/dylanhudson/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BXWyPRUfMQXW1oBhESz4OMQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=FP%2BOs0%2F9RjiGYkLpUeRQiQ%3D%3D,https://www.linkedin.com/in/dylanhudson/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BXWyPRUfMQXW1oBhESz4OMQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=FP%2BOs0%2F9RjiGYkLpUeRQiQ%3D%3D
,,UX Engineer,https://www.linkedin.com/in/luis-rosero/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BXWyPRUfMQXW1oBhESz4OMQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=USCxcIcAQiO%2BPbFmmCTjfg%3D%3D,https://www.linkedin.com/in/luis-rosero/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BXWyPRUfMQXW1oBhESz4OMQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=USCxcIcAQiO%2BPbFmmCTjfg%3D%3D
third person bio,x,Web Developer,https://www.linkedin.com/in/audiodude/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=zCNy1ntHS526xPuNFeC79w%3D%3D,https://www.linkedin.com/in/audiodude/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=zCNy1ntHS526xPuNFeC79w%3D%3D
,,Senior Software Engineer,https://www.linkedin.com/in/prasadharidass/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=ReFXKDYtTLeBVHHXz8%2BOEA%3D%3D,https://www.linkedin.com/in/prasadharidass/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=ReFXKDYtTLeBVHHXz8%2BOEA%3D%3D
,,iOS Engineer / Mobile Engineer (UX Engineer),https://www.linkedin.com/in/clpope/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=9kWl95vHTJK3guxoE9zOlw%3D%3D,https://www.linkedin.com/in/clpope/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=9kWl95vHTJK3guxoE9zOlw%3D%3D
,,UX Engineer,https://www.linkedin.com/in/matthew-tait-4b651593/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=9%2BUDkSeBRcykbDHxkSUjFA%3D%3D,https://www.linkedin.com/in/matthew-tait-4b651593/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=9%2BUDkSeBRcykbDHxkSUjFA%3D%3D
UX Engineer during 20% time,x,Test Engineer @ Google Hardware,https://www.linkedin.com/in/yating-gao-40729086/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=FKEPScZVSI2Yicxrc%2Fr%2B5A%3D%3D,https://www.linkedin.com/in/yating-gao-40729086/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=FKEPScZVSI2Yicxrc%2Fr%2B5A%3D%3D
montage js framework,x ,Senior UX Engineer,https://www.linkedin.com/in/jonathan-reid-a5a2819/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=rvtZOJWvQeKLIyLTpkzrpQ%3D%3D,https://www.linkedin.com/in/jonathan-reid-a5a2819/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=rvtZOJWvQeKLIyLTpkzrpQ%3D%3D
,,Senior UX Engineer,https://www.linkedin.com/in/stevepaulo/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=BRH4v%2BmESOa3r0YGpF1Y5A%3D%3D,https://www.linkedin.com/in/stevepaulo/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=BRH4v%2BmESOa3r0YGpF1Y5A%3D%3D
VR Stories,x,UX Engineer,https://www.linkedin.com/in/josiahlarson/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=va6S49DmRQ2Bbg0mOIk1ww%3D%3D,https://www.linkedin.com/in/josiahlarson/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=va6S49DmRQ2Bbg0mOIk1ww%3D%3D
